state:Alaska
city:Anchorage
year:2003,crimerate:32.2
year:2004,crimerate:39.2
year:2005,crimerate:31.3
year:2006,crimerate:98.1
year:2007,crimerate:124.6
year:2008,crimerate:129.7
year:2009,crimerate:132.6
year:2010,crimerate:285.3
year:2011,crimerate:187.1
year:2012,crimerate:275.2
year:2013,crimerate:233.4
year:2014,crimerate:315.4
year:2015,crimerate:466.1
year:2016,crimerate:713.4
state:Alabama
city:Ashville
year:2003,crimerate:160.7
year:2004,crimerate:178.0
year:2005,crimerate:192.6
year:2006,crimerate:145.0
year:2007,crimerate:329.1
year:2008,crimerate:174.3
year:2009,crimerate:128.1
year:2010,crimerate:287.4
year:2011,crimerate:176.7
year:2012,crimerate:329.2
year:2013,crimerate:358.1
year:2014,crimerate:98.5
year:2015,crimerate:115.3
state:Alabama
city:Athens
year:2003,crimerate:172.7
year:2004,crimerate:171.4
year:2005,crimerate:232.2
year:2006,crimerate:196.4
year:2007,crimerate:175.7
year:2008,crimerate:226.3
year:2009,crimerate:219.1
year:2010,crimerate:162.9
year:2011,crimerate:144.9
year:2012,crimerate:121.2
year:2013,crimerate:140.8
year:2014,crimerate:140.2
state:Alabama
city:Atmore
year:2003,crimerate:674.1
year:2004,crimerate:673.5
year:2005,crimerate:648.2
year:2006,crimerate:543.8
year:2007,crimerate:655.3
year:2008,crimerate:701.7
year:2009,crimerate:271.1
year:2010,crimerate:364.7
year:2011,crimerate:326.3
year:2012,crimerate:267.1
year:2013,crimerate:315.8
year:2014,crimerate:335.5
year:2015,crimerate:412.9
year:2016,crimerate:498.3
state:Alabama
city:Attalla
year:2003,crimerate:391.9
year:2004,crimerate:379.3
year:2005,crimerate:443.0
year:2006,crimerate:490.4
year:2007,crimerate:423.1
year:2008,crimerate:436.0
year:2009,crimerate:192.3
year:2010,crimerate:172.2
state:Alabama
city:Auburn
year:2003,crimerate:321.7
year:2004,crimerate:331.6
year:2005,crimerate:312.8
year:2006,crimerate:289.8
year:2007,crimerate:344.4
year:2008,crimerate:366.9
year:2009,crimerate:327.9
year:2010,crimerate:178.9
year:2011,crimerate:275.1
year:2012,crimerate:243.6
year:2013,crimerate:214.0
year:2014,crimerate:195.5
year:2015,crimerate:185.6
year:2016,crimerate:178.0
year:2017,crimerate:217.4
state:Alabama
city:Autaugaville
year:2003,crimerate:332.1
year:2004,crimerate:372.8
year:2005,crimerate:182.1
year:2006,crimerate:216.9
year:2007,crimerate:95.8
year:2008,crimerate:141.7
state:Alabama
city:Bay-Minette
